* FASER$\nu$2_optimistic $\nu_{\mu}+\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 optimistic $\nu_{\mu}+\bar{\nu}_{\mu}$'
   IndexDataset = 145
   Reaction = 'CC nup'

   NData = 145
   NColumn = 7
   ColumnType = 'Flag',2*'Bin','Sigma',3*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor','syst:C'
   TheoryType = 'expression'
   TermType   = 'reaction','reaction'
   TermName   = 'P','A'
   TermSource = 'PineAPPL','PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_14/nu_A_1-XSFPFCC.pineappl.lz4',
                'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_m14/nub_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P+A'

   Percent = 3*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag          x              Q2           Sigma            stat           uncor          syst:C
  0        0.002845           55000               0               0               0               0
  1        0.003905               7         4.63061         7.43432         1.40283         1.40283
  1        0.003905              55         5.19011          13.817         1.24896         1.24896
  0        0.003905             550               0               0               0               0
  0        0.003905            5500               0               0               0               0
  0        0.003905           55000               0               0               0               0
  1        0.005365               7         2.90276         6.19616         2.24568         2.24568
  1        0.005365              55         3.31673         8.51606         1.09583         1.09583
  0        0.005365             550               0               0               0               0
  0        0.005365            5500               0               0               0               0
  0        0.005365           55000               0               0               0               0
  1         0.00737               7         1.90374         5.32302         2.08061         2.08061
  1         0.00737              55         2.21941         5.21659         1.26842         1.26842
  0         0.00737             550               0               0               0               0
  0         0.00737            5500               0               0               0               0
  0         0.00737           55000               0               0               0               0
  1        0.010125               7         1.57633          4.3553         2.67114         2.67114
  1        0.010125              55         1.81933         3.10815        0.975601        0.975601
  0        0.010125             550         1.50353         555.213         3.60666         3.60666
  0        0.010125            5500               0               0               0               0
  0        0.010125           55000               0               0               0               0
  1         0.01391               7         1.07587         4.00795          2.0577          2.0577
  1         0.01391              55         1.22398         2.34031        0.908192        0.908192
  0         0.01391             550        0.999973         77.6347         1.54657         1.54657
  0         0.01391            5500               0               0               0               0
  0         0.01391           55000               0               0               0               0
  1         0.01911               7        0.610223         4.03653          1.9766          1.9766
  1         0.01911              55         0.70003         2.12385        0.959743        0.959743
  1         0.01911             550        0.648533         25.3769         1.09607         1.09607
  0         0.01911            5500               0               0               0               0
  0         0.01911           55000               0               0               0               0
  1        0.026255               7        0.511206         3.60565          1.6111          1.6111
  1        0.026255              55        0.596449         1.69433         1.27824         1.27824
  1        0.026255             550        0.549631          10.551        0.978537        0.978537
  0        0.026255            5500               0               0               0               0
  0        0.026255           55000               0               0               0               0
  1         0.03607               7        0.371965         3.52467         2.25414         2.25414
  1         0.03607              55        0.426029         1.50406         1.17053         1.17053
  1         0.03607             550        0.379171         5.61651        0.854713        0.854713
  0         0.03607            5500               0               0               0               0
  0         0.03607           55000               0               0               0               0
  1        0.049555               7        0.199476         3.96865          10.623          10.623
  1        0.049555              55        0.209299         1.50143         1.60912         1.60912
  1        0.049555             550        0.183236          3.6924        0.709858        0.709858
  0        0.049555            5500               0               0               0               0
  0        0.049555           55000               0               0               0               0
  0         0.06808               7        0.108418         4.01845         14.7671         14.7671
  1         0.06808              55        0.177977         1.26262         1.21609         1.21609
  1         0.06808             550        0.151513         2.21729         1.00903         1.00903
  0         0.06808            5500               0               0               0               0
  0         0.06808           55000               0               0               0               0
  0         0.09353               7       0.0826228         4.55916         15.8193         15.8193
  1         0.09353              55        0.130109         1.13729         1.26174         1.26174
  1         0.09353             550        0.106668         1.53853        0.561416        0.561416
  0         0.09353            5500       0.0423253         648.068         3.23394         3.23394
  0         0.09353           55000               0               0               0               0
  0          0.1285               7       0.0446067         6.65471         78.2524         78.2524
  1          0.1285              55       0.0615493          1.2041        0.976564        0.976564
  1          0.1285             550       0.0458005         1.35378        0.604509        0.604509
  0          0.1285            5500       0.0303827         54.9012        0.852099        0.852099
  0          0.1285           55000               0               0               0               0
  0         0.17654               7       0.0342373         17.5739         110.081         110.081
  1         0.17654              55       0.0461644         1.16813         2.16548         2.16548
  1         0.17654             550       0.0358053         1.07527        0.527956        0.527956
  1         0.17654            5500       0.0262694         14.1129        0.620645        0.620645
  0         0.17654           55000               0               0               0               0
  0         0.24253               7               0         41.4384         282.843         282.843
  1         0.24253              55       0.0333314         1.13469         1.96246         1.96246
  1         0.24253             550       0.0258301        0.866707        0.668949        0.668949
  1         0.24253            5500       0.0184432         6.07898        0.334497        0.334497
  0         0.24253           55000               0               0               0               0
  0         0.33319               7               0               0               0               0
  1         0.33319              55       0.0156807         1.36794         4.20898         4.20898
  1         0.33319             550       0.0112875        0.889369        0.715727        0.715727
  1         0.33319            5500      0.00703836         4.11366         0.18495         0.18495
  0         0.33319           55000               0               0               0               0
  0        0.457745               7               0               0               0               0
  1        0.457745              55      0.00724552         1.61419         4.65102         4.65102
  1        0.457745             550      0.00510336         0.90877        0.608214        0.608214
  1        0.457745            5500      0.00293576         2.84452        0.443158        0.443158
  0        0.457745           55000               0               0               0               0
  0        0.628865               7               0               0               0               0
  0        0.628865              55      0.00392916         1.70112         11.6242         11.6242
  1        0.628865             550      0.00356371        0.811346        0.895464        0.895464
  1        0.628865            5500      0.00187431         1.89582        0.513889        0.513889
  0        0.628865           55000               0               0               0               0
  0         0.86395               7               0               0               0               0
  0         0.86395              55      0.00171317         2.24477         16.8364         16.8364
  1         0.86395             550      0.00147932        0.992477          1.0503          1.0503
  1         0.86395            5500     0.000697662          1.8031        0.657835        0.657835
  0         0.86395           55000     1.24537e-05               0               0               0
